"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu05165","mmu05165","Human papillomavirus infection","6/25","370/8275",0.000658755992197275,0.0810269870402648,0.0700361633809734,"14268/242341/20750/100038882/14366/231991",6
