"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSMUSG00000052062",40.585840380506,1.09286051793534,0.317539959984304,3.44164721186384,0.000578183770665143,0.00438587162295595,"Pard3b","72823"
"ENSMUSG00000003863",20.7187691452207,1.09029904141649,0.421028635112602,2.58960780927618,0.00960853307409378,0.0456894473088444,"Ppfia3","76787"
"ENSMUSG00000030134",25.2618676346295,1.08536949568954,0.399509459375394,2.71675543649565,0.00659253017292064,0.0335252858705323,"Rasgef1a","70727"
"ENSMUSG00000038331",37.0302711809026,1.08339118795997,0.340171100733122,3.18484193873346,0.0014483309146485,0.0094994491674694,"Satb2","212712"
"ENSMUSG00000000440",204.175271417704,1.07458530426562,0.147463502324358,7.28712723709752,3.16633849953458e-13,1.02078972522309e-11,"Pparg","19016"
"ENSMUSG00000049791",108.414164667726,1.07444026691117,0.221138851378163,4.85866802787086,1.1817809098272e-06,1.67661528093711e-05,"Fzd4","14366"
"ENSMUSG00000041801",92.890944883112,1.07443342512393,0.271485933542874,3.95760255827122,7.57057858973608e-05,0.000733293710934077,"Phlda3","27280"
"ENSMUSG00000035458",53.3777280595242,1.05711664820674,0.254602175184726,4.15203305878969,3.29534643684916e-05,0.000351938111426164,"Tnni3","21954"
"ENSMUSG00000054580",19.8183308920561,1.05101374947923,0.407185480159347,2.58116706191962,0.0098466918455803,0.0465656363140744,"Pla2r1","18779"
"ENSMUSG00000048621",59.6008029670683,1.0386992740439,0.301863955960209,3.44095163909141,0.000579672128871015,0.00439330455565401,"Gm6377","622976"
"ENSMUSG00000073791",54.7380215850868,1.02012322119357,0.25896191705288,3.93927892102089,8.17268726737739e-05,0.000785450700668973,"Efcab7","230500"
"ENSMUSG00000050447",60.5273407130756,1.01564098231887,0.250569705025778,4.0533271259364,5.04943168347047e-05,0.000513259879355116,"Lypd6","320343"
"ENSMUSG00000034557",38.3213351490885,1.00712623599243,0.343060436681821,2.93571082032554,0.00332784394180016,0.0191301208630428,"Zfyve9","230597"
"ENSMUSG00000026153",65.1179225067691,0.989627512456266,0.238696757998821,4.14596126379376,3.38391035887507e-05,0.000359714599273521,"Fam135a","68187"
"ENSMUSG00000073888",55.7604858296707,0.972844928645921,0.263709718657453,3.68907499351438,0.000225070874335424,0.00190275181434252,"Ccl27a","20301"
"ENSMUSG00000029781",471.988027181269,0.964337561857224,0.091873565893995,10.4963549903994,8.97802268074367e-26,6.74522747492394e-24,"Fkbp9","27055"
"ENSMUSG00000031169",26.0115459616922,0.94810126385559,0.365364671910844,2.59494509662649,0.00946060300613277,0.0450852785289504,"Porcn","53627"
"ENSMUSG00000029403",44.8208406941218,0.936508160419881,0.288269608386707,3.24872318542708,0.00115924228507917,0.00788649869534177,"Cdkl2","53886"
"ENSMUSG00000055172",116.686464807443,0.923305405666432,0.169973191973267,5.43206487415762,5.57056620835561e-08,9.92364784333865e-07,"C1ra","50909"
"ENSMUSG00000045103",34.0234333114251,0.920409431197613,0.349736628600965,2.63172157540228,0.0084953451107642,0.0415157136634631,"Dmd","13405"
"ENSMUSG00000048480",31.9003251597552,0.919656214353268,0.33501990233606,2.74507934585557,0.00604962689533282,0.0312612298897581,"Cxcr1","227288"
