"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSMUSG00000042978",158.203413773234,-1.18688646892075,0.149374639176545,-7.94570266722435,1.93093076226722e-15,8.16852674251973e-14,"Sbk1","104175"
"ENSMUSG00000043635",47.5064739529242,-0.994867966948103,0.267437451514643,-3.72000242043,0.000199220868713021,0.0018169556803894,"Adamts3","330119"
"ENSMUSG00000043671",263.69612506786,-0.718454389450451,0.123933283660153,-5.79710605764778,6.74690264415861e-09,1.45303748763743e-07,"Dpy19l3","233115"
"ENSMUSG00000043832",313.780458866626,-0.809316350909616,0.110408890688421,-7.33017373748956,2.29854554500728e-13,8.1883524753718e-12,"Clec4a3","73149"
"ENSMUSG00000043932",2.65356591428693,-2.91557634623528,1.26280941596445,-2.30880155736608,0.0209545955744014,0.0879777348972209,"Klri2","320407"
"ENSMUSG00000044162",104.92270162993,-1.08618615755356,0.254285640949578,-4.27151982902935,1.94145260447089e-05,0.000231995017401843,"Tnip3","414084"
"ENSMUSG00000044468",576.895035455231,-1.33268251539595,0.080934940774389,-16.466096134065,6.42874958370868e-61,1.48582514768838e-58,"Tent5c","74645"
"ENSMUSG00000044485",38.2833554407278,-1.03079546636937,0.279446221318739,-3.68870783618017,0.000225395864370854,0.00200549409462743,"Klk1b11","16613"
"ENSMUSG00000044701",41.1858751376546,-0.717779145103257,0.288934030373665,-2.4842319341027,0.0129831216754977,0.0603966917020207,"Il27","246779"
"ENSMUSG00000044770",12.9552258355958,-1.30376661283812,0.524394139174539,-2.48623414230069,0.0129102992584433,0.0601465072630326,"Scml4","268297"
"ENSMUSG00000044827",327.096347804788,-0.995414056372806,0.113362869734617,-8.78077679846207,1.62349445060984e-18,8.6428277606623e-17,"Tlr1","21897"
"ENSMUSG00000045092",78.5333670583222,-1.69678014227938,0.263977833609242,-6.42773720459828,1.2951739608219e-10,3.48666717407624e-09,"S1pr1","13609"
"ENSMUSG00000045216",337.16102883702,-0.667276977805776,0.118209770035071,-5.64485471554344,1.65320795043335e-08,3.35456071484077e-07,"Hs6st1","50785"
"ENSMUSG00000045777",7.23984538960497,-3.66013097274783,1.00306133724171,-3.64896027476517,0.000263303811999512,0.00230302932088101,"Ifitm10","320802"
"ENSMUSG00000045917",489.787498443335,-0.644593995523612,0.109807729509755,-5.8702060264924,4.35253911832889e-09,9.65917112067555e-08,"Tmem268","230279"
"ENSMUSG00000045954",198.693677796882,-0.803512711603629,0.14661042635636,-5.48059733248822,4.23892239052644e-08,8.00159931725668e-07,"Cavin2","20324"
"ENSMUSG00000046456",85.211640327838,-0.858339342911106,0.198077216838253,-4.33335724629054,1.46852517644682e-05,0.000181194590781381,"Tmem150b","330460"
"ENSMUSG00000046807",17.7281690587667,-1.88421884990584,0.499590957766553,-3.7715231242962,0.000162254118214449,0.00150295212531781,"Lrrc75b","192734"
"ENSMUSG00000047146",142.71053316744,-1.16319214297782,0.158783678819072,-7.32564046650685,2.37760439266989e-13,8.43826937263666e-12,"Tet1","52463"
"ENSMUSG00000047712",23.4716880825024,-1.09587174740351,0.37787346254225,-2.90010243119675,0.0037304073318325,0.0219834203211721,"Ust","338362"
"ENSMUSG00000047867",99.1260306494721,-0.640480776362185,0.209056564819953,-3.06367215453766,0.00218638367480138,0.0142392932662666,"Gimap6","231931"
